Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
PICHINCHA;-0,2053438;-78,5261361;20;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;4/4/2023;ENCONTRADO;5/4/2023
TUNGURAHUA;-1,42719743;-78,61611464;2;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/3/2023;ENCONTRADO;3/4/2023
NAPO;-1,03133483;-77,73698759;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/4/2023;ENCONTRADO;30/4/2023
NAPO;-1,03133483;-77,73698759;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/4/2023;ENCONTRADO;30/4/2023
TUNGURAHUA;-1,42719743;-78,61611464;19;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/3/2023;ENCONTRADO;3/4/2023
LOJA;-4,0184321;-79,22845412;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/4/2023;ENCONTRADO;4/4/2023
GUAYAS;-2,1265443;-79,9557113;28;HOMBRE;FALLECIDO;NO DETERMINADA;23/4/2023;FALLECIDO;2/5/2023
SUCUMBIOS;0,18665712;-76,824979;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/3/2023;ENCONTRADO;28/3/2023
NAPO;-1,03407918;-77,74385405;16;MUJER;SIN_DATO;SIN_DATO;14/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,19770876;-79,91275647;27;MUJER;PROBLEMAS SOCIALES;DROGADICCION;5/4/2023;ENCONTRADO;14/4/2023
GUAYAS;-2,1481931;-79,8843099;68;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;8/4/2023;ENCONTRADO;1/5/2023
LOJA;-4,01205214;-79,24148117;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/3/2023;ENCONTRADO;20/4/2023
LOJA;-3,97743488;-79,20119179;8;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/4/2023;ENCONTRADO;6/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2671018;-79,18188474;16;MUJER;SIN_DATO;SIN_DATO;26/3/2023;DESAPARECIDO;SIN_DATO
EL ORO;-3,3279475;-79,7430145;79;HOMBRE;SIN_DATO;SIN_DATO;3/4/2023;DESAPARECIDO;SIN_DATO
EL ORO;-3,3285884;-79,7905982;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/4/2023;ENCONTRADO;4/5/2023
GUAYAS;-2,1919817;-79,88120615;31;HOMBRE;FALLECIDO;NO DETERMINADA;4/4/2023;FALLECIDO;5/4/2023
ESMERALDAS;0,98831245;-79,65384149;44;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;30/4/2023;ENCONTRADO;4/5/2023
SANTA ELENA;-1,940862;-80,719328;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/4/2023;ENCONTRADO;25/4/2023
LOJA;-3,9952065;-79,2022123;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/1/2023;ENCONTRADO;4/4/2023
PICHINCHA;-0,2021562;-78,4978445;60;HOMBRE;FALLECIDO;NO DETERMINADA;21/4/2023;FALLECIDO;27/4/2023
SANTA ELENA;-2,24062877;-80,90524771;17;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/4/2023;ENCONTRADO;21/4/2023
TUNGURAHUA;-1,31026722;-78,54163813;42;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;26/3/2023;ENCONTRADO;3/4/2023
NAPO;-1,00391019;-77,81126976;13;MUJER;SIN_DATO;SIN_DATO;19/4/2023;DESAPARECIDO;SIN_DATO
EL ORO;-3,2791392;-79,9166871;35;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;27/4/2023;ENCONTRADO;5/5/2023
EL ORO;-3,2791392;-79,9166871;6;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;27/4/2023;ENCONTRADO;5/5/2023
LOJA;-3,965923;-79,759857;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;3/4/2023;ENCONTRADO;14/4/2023
CHIMBORAZO;-1,6757114;-78,6522365;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;1/4/2023;ENCONTRADO;6/4/2023
CHIMBORAZO;-1,80544;-78,601212;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/3/2023;ENCONTRADO;15/4/2023
MORONA SANTIAGO;-2,4568887;-78,16833971;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/4/2023;ENCONTRADO;2/5/2023
CHIMBORAZO;-1,56539989;-78,75094414;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/4/2023;ENCONTRADO;3/5/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2656429;-79,166088;28;MUJER;SIN_DATO;SIN_DATO;23/4/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,155602;-78,3728456;6;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/4/2023;ENCONTRADO;2/5/2023
GUAYAS;-2,1239394;-79,8998101;25;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/4/2023;ENCONTRADO;2/5/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2656429;-79,166088;1;MUJER;SIN_DATO;SIN_DATO;23/4/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,155602;-78,3728456;36;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/4/2023;ENCONTRADO;2/5/2023
GUAYAS;-2,23113377;-79,91263278;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/4/2023;ENCONTRADO;13/4/2023
LOJA;-4,00634483;-79,20251892;44;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;27/4/2023;ENCONTRADO;4/5/2023
PICHINCHA;-0,155602;-78,3728456;3;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/4/2023;ENCONTRADO;2/5/2023
PICHINCHA;-0,21002496;-78,48391132;31;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/4/2023;ENCONTRADO;11/4/2023
GUAYAS;-1,9158984;-80,0129679;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/4/2023;ENCONTRADO;6/4/2023
MORONA SANTIAGO;-2,30067391;-78,0991888;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/4/2023;ENCONTRADO;27/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,1707211;-79,0831694;47;HOMBRE;SIN_DATO;SIN_DATO;18/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,20064202;-78,49013788;33;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;25/3/2023;ENCONTRADO;5/4/2023
GUAYAS;-2,1690192;-79,8058407;2;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/4/2023;ENCONTRADO;2/5/2023
LOS RIOS;-1,55936862;-79,74919345;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;3/4/2023;ENCONTRADO;17/4/2023
ESMERALDAS;0,96834201;-79,66324234;18;HOMBRE;SIN_DATO;SIN_DATO;28/3/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,2402791;-79,9220686;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/4/2023;ENCONTRADO;3/5/2023
CHIMBORAZO;-1,644368;-78,587387;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;2/4/2023;ENCONTRADO;14/4/2023
ESMERALDAS;0,95997139;-79,6482362;34;HOMBRE;FALLECIDO;ASESINATO;31/3/2023;FALLECIDO;5/4/2023
CHIMBORAZO;-1,4693018;-78,8169396;8;HOMBRE;PERDIDO;NINOS NINAS PERDIDOS;3/4/2023;ENCONTRADO;4/4/2023
ESMERALDAS;0,90633913;-79,68928332;17;HOMBRE;SIN_DATO;SIN_DATO;27/3/2023;DESAPARECIDO;SIN_DATO
IMBABURA;0,3471469;-78,1323648;30;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;30/3/2023;ENCONTRADO;2/5/2023
GUAYAS;-2,2394208;-79,929414;43;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/4/2023;ENCONTRADO;2/5/2023
CAÑAR;-2,72406863;-78,82717864;14;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;5/3/2023;ENCONTRADO;12/4/2023
CAÑAR;-2,5548842;-78,93657397;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/3/2023;ENCONTRADO;10/4/2023
ESMERALDAS;0,96655255;-79,65102905;13;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;16/3/2023;ENCONTRADO;12/4/2023
PASTAZA;-1,49386742;-77,98693213;17;MUJER;SIN_DATO;SIN_DATO;28/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,22033055;-79,93079896;83;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO PATRIMONIAL;22/4/2023;ENCONTRADO;3/5/2023
SANTA ELENA;-2,310832;-80,775338;21;MUJER;PROBLEMAS SOCIALES;DROGADICCION;21/4/2023;ENCONTRADO;2/5/2023
PICHINCHA;-0,1499043;-78,4368256;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;5/4/2023;ENCONTRADO;6/4/2023
PICHINCHA;-0,3301626;-78,4510729;14;MUJER;SIN_DATO;SIN_DATO;12/3/2023;DESAPARECIDO;SIN_DATO
SANTA ELENA;-2,310832;-80,775338;2;MUJER;PROBLEMAS SOCIALES;DROGADICCION;21/4/2023;ENCONTRADO;2/5/2023
SANTO DOMINGO DE LOS TSACHILAS;0,01945584;-79,39016467;17;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;26/3/2023;ENCONTRADO;10/4/2023
LOS RIOS;-0,7781123;-79,5153773;60;HOMBRE;SIN_DATO;SIN_DATO;27/4/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,188956;-78,5078677;33;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/1/2023;ENCONTRADO;2/5/2023
GUAYAS;-1,79624;-79,99176;18;MUJER;SIN_DATO;SIN_DATO;30/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,15995129;-79,79422609;36;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;18/4/2023;ENCONTRADO;11/5/2023
TUNGURAHUA;-1,32914026;-78,54154503;22;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/4/2023;ENCONTRADO;15/5/2023
CHIMBORAZO;-2,0202543;-78,973717;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/4/2023;ENCONTRADO;12/4/2023
GUAYAS;-2,19477285;-79,90663659;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/3/2023;ENCONTRADO;7/4/2023
CHIMBORAZO;-1,4693018;-78,8169396;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;1/4/2023;ENCONTRADO;5/4/2023
PICHINCHA;-0,2429561;-78,4972906;16;MUJER;SIN_DATO;SIN_DATO;30/4/2023;DESAPARECIDO;SIN_DATO
ESMERALDAS;0,33008604;-79,45714057;33;MUJER;SIN_DATO;SIN_DATO;25/3/2023;DESAPARECIDO;SIN_DATO
EL ORO;-3,10839421;-79,89914147;55;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;6/4/2023;ENCONTRADO;6/4/2023
SANTA ELENA;-2,243847;-80,928124;12;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;1/4/2023;ENCONTRADO;2/4/2023
MORONA SANTIAGO;-2,45364261;-78,16450596;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/2/2023;ENCONTRADO;3/5/2023
TUNGURAHUA;-1,33190398;-78,54321873;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/3/2023;ENCONTRADO;16/5/2023
PICHINCHA;-0,26158264;-78,51744416;10;MUJER;EXTRAVIADA;PERSONA EXTRAVIADA;5/4/2023;ENCONTRADO;6/4/2023
PASTAZA;-1,53014171;-77,83427238;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/3/2023;ENCONTRADO;5/4/2023
GUAYAS;-2,15644573;-79,82175707;30;HOMBRE;SIN_DATO;SIN_DATO;14/4/2023;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,25632149;-79,16058316;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;4/4/2023;ENCONTRADO;6/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,28199507;-79,17564584;16;MUJER;SIN_DATO;SIN_DATO;28/4/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,0426285;-78,4309824;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/3/2023;ENCONTRADO;22/4/2023
AZUAY;-2,79520093;-79,16830033;33;HOMBRE;SIN_DATO;SIN_DATO;26/4/2023;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;0,01828194;-79,38587666;14;MUJER;SIN_DATO;SIN_DATO;25/4/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,23468298;-78,49236744;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/3/2023;ENCONTRADO;5/4/2023
LOS RIOS;-1,00664;-79,4605442;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/4/2023;ENCONTRADO;3/5/2023
PICHINCHA;-0,08125168;-78,44759998;29;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/3/2023;ENCONTRADO;6/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2418222;-79,1935639;25;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;24/4/2023;ENCONTRADO;27/4/2023
MORONA SANTIAGO;-2,26522245;-78,08791595;16;MUJER;SIN_DATO;SIN_DATO;28/4/2023;DESAPARECIDO;SIN_DATO
NAPO;-1,02778782;-77,67310524;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/4/2023;ENCONTRADO;6/4/2023
PICHINCHA;-0,0639882;-78,3500875;12;MUJER;SIN_DATO;SIN_DATO;30/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1099275;-79,974977;23;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/3/2023;ENCONTRADO;20/3/2023
AZUAY;-2,878863;-79,028388;11;MUJER;SIN_DATO;SIN_DATO;29/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,15536796;-79,91923408;16;MUJER;SIN_DATO;SIN_DATO;3/4/2023;DESAPARECIDO;SIN_DATO
AZUAY;-2,7957205;-78,7674562;48;HOMBRE;SIN_DATO;SIN_DATO;25/4/2023;DESAPARECIDO;SIN_DATO
AZUAY;-2,878705;-79,028423;17;MUJER;SIN_DATO;SIN_DATO;29/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,12827631;-79,89337201;47;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/2/2023;ENCONTRADO;6/5/2023
GUAYAS;-2,137181;-79,6114938;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;6/4/2023;ENCONTRADO;7/4/2023
GUAYAS;-2,1225293;-80,000135;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/4/2023;ENCONTRADO;3/5/2023
GUAYAS;-2,23024419;-79,94088358;37;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;6/4/2023;ENCONTRADO;7/4/2023
SUCUMBIOS;0,07827455;-76,89463969;18;MUJER;SIN_DATO;SIN_DATO;9/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2937287;-78,54982386;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/4/2023;ENCONTRADO;3/5/2023
BOLIVAR;-1,59733217;-79,00419836;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/4/2023;ENCONTRADO;9/4/2023
COTOPAXI;-0,92924321;-78,61097099;12;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/4/2023;ENCONTRADO;2/5/2023
COTOPAXI;-0,92924321;-78,61097099;10;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/4/2023;ENCONTRADO;2/5/2023
GUAYAS;-2,1284813;-79,9986401;16;MUJER;SIN_DATO;SIN_DATO;5/4/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,23780927;-78,51807931;17;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;20/4/2023;ENCONTRADO;3/5/2023
PICHINCHA;-0,2543446;-78,5038634;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/3/2023;ENCONTRADO;6/4/2023
COTOPAXI;-0,78062847;-78,63984249;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/4/2023;ENCONTRADO;3/5/2023
MANABI;0,07999515;-80,03728083;22;HOMBRE;SIN_DATO;SIN_DATO;28/4/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2896518;-78,54244455;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/4/2023;ENCONTRADO;15/5/2023
PICHINCHA;-0,257096;-78,550003;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/4/2023;ENCONTRADO;9/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,40608915;-79,29997084;21;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/3/2023;ENCONTRADO;5/3/2023
NAPO;-0,978408;-77,852852;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/4/2023;ENCONTRADO;29/4/2023
CHIMBORAZO;-1,679317;-78,6513882;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/4/2023;ENCONTRADO;6/4/2023
PICHINCHA;-0,19077513;-78,51053236;37;HOMBRE;SIN_DATO;SIN_DATO;2/1/2023;DESAPARECIDO;SIN_DATO
AZUAY;-2,89200217;-78,97585481;45;HOMBRE;SIN_DATO;SIN_DATO;22/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2949763;-78,5287812;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/4/2023;ENCONTRADO;10/4/2023
GUAYAS;-2,2308531;-79,9175211;12;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/3/2023;ENCONTRADO;7/4/2023
CHIMBORAZO;-1,6930514;-78,6438808;31;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/4/2023;ENCONTRADO;29/4/2023
LOS RIOS;-1,0225124;-79,4604035;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;4/4/2023;ENCONTRADO;8/4/2023
PICHINCHA;-0,25844202;-78,52858909;15;MUJER;SIN_DATO;SIN_DATO;15/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1010616;-79,9608588;35;HOMBRE;FALLECIDO;NO DETERMINADA;6/4/2023;FALLECIDO;7/4/2023
LOJA;-3,97139392;-79,19876575;10;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/1/2023;ENCONTRADO;6/4/2023
ESMERALDAS;0,70290865;-79,54087983;46;HOMBRE;FALLECIDO;NO DETERMINADA;27/4/2023;FALLECIDO;29/4/2023
GUAYAS;-2,14229541;-79,93853071;53;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;7/4/2023;ENCONTRADO;7/4/2023
PICHINCHA;-0,217079;-78,4886912;35;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/4/2023;ENCONTRADO;7/4/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24402664;-79,18487191;21;MUJER;FALLECIDO;ASESINATO;4/4/2023;FALLECIDO;7/4/2023
PICHINCHA;-0,0839886;-78,5087676;16;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;8/4/2023;ENCONTRADO;9/4/2023
GUAYAS;-2,16973498;-79,83955447;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/4/2023;ENCONTRADO;4/5/2023
GUAYAS;-2,17076968;-79,80733747;14;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;20/4/2023;ENCONTRADO;3/5/2023
PICHINCHA;-0,0839886;-78,5087676;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/4/2023;ENCONTRADO;9/4/2023
MANABI;-0,401069;-80,079781;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/4/2023;ENCONTRADO;6/4/2023
GUAYAS;-2,168974;-79,8397207;28;HOMBRE;SIN_DATO;SIN_DATO;19/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,0834126;-79,9276281;78;HOMBRE;SIN_DATO;SIN_DATO;29/4/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-0,95143103;-79,35048339;72;HOMBRE;SIN_DATO;SIN_DATO;4/4/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-0,95143103;-79,35048339;56;HOMBRE;SIN_DATO;SIN_DATO;4/4/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2686367;-78,5400834;47;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;6/4/2023;ENCONTRADO;9/4/2023
PICHINCHA;-0,2856211;-78,5650431;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/4/2023;ENCONTRADO;9/4/2023
PICHINCHA;-0,32519828;-78,56338531;17;MUJER;SIN_DATO;SIN_DATO;25/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2856211;-78,5650431;68;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;7/4/2023;ENCONTRADO;9/4/2023
IMBABURA;0,2242993;-78,2603628;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/3/2023;ENCONTRADO;15/3/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,27006993;-79,12166563;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/4/2023;ENCONTRADO;6/4/2023
GUAYAS;-2,168974;-79,8397207;19;HOMBRE;FALLECIDO;ASESINATO;27/4/2023;FALLECIDO;5/5/2023
PICHINCHA;-0,2594244;-78,5042567;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/4/2023;ENCONTRADO;9/4/2023
GUAYAS;-2,10168849;-79,98970136;15;MUJER;SIN_DATO;SIN_DATO;7/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,16554702;-79,83410674;56;HOMBRE;FALLECIDO;NO DETERMINADA;7/4/2023;FALLECIDO;9/5/2023
PICHINCHA;-0,2860966;-78,5263815;25;HOMBRE;FALLECIDO;NO DETERMINADA;6/4/2023;FALLECIDO;9/4/2023
PICHINCHA;-0,300783;-78,5386078;17;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;8/4/2023;ENCONTRADO;8/4/2023
PICHINCHA;-0,2199087;-78,5186995;22;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;8/4/2023;ENCONTRADO;9/4/2023
CHIMBORAZO;-1,67121;-78,65225018;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;8/4/2023;ENCONTRADO;9/4/2023
GUAYAS;-2,13141194;-79,96288376;24;HOMBRE;FALLECIDO;NO DETERMINADA;7/4/2023;FALLECIDO;20/4/2023
GUAYAS;-2,2092717;-79,4327637;23;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;4/4/2023;ENCONTRADO;13/4/2023
GUAYAS;-2,24288745;-79,90907591;26;HOMBRE;SIN_DATO;SIN_DATO;4/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,14661711;-79,89145257;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;2/2/2023;ENCONTRADO;5/5/2023
MORONA SANTIAGO;-2,26572246;-78,13147491;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/4/2023;ENCONTRADO;9/4/2023
PICHINCHA;-0,3086002;-78,5618265;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;4/4/2023;ENCONTRADO;8/4/2023
PICHINCHA;-0,3279421;-78,5409416;52;HOMBRE;FALLECIDO;NO DETERMINADA;9/4/2023;FALLECIDO;11/4/2023
CHIMBORAZO;-1,67472078;-78,66382592;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/4/2023;ENCONTRADO;5/5/2023
PICHINCHA;-0,2582261;-78,5260302;71;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/4/2023;ENCONTRADO;10/4/2023
CHIMBORAZO;-1,63862598;-78,50928838;23;HOMBRE;FALLECIDO;ACCIDENTAL;8/4/2023;FALLECIDO;9/4/2023
LOS RIOS;-0,7781123;-79,5153773;67;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/3/2023;ENCONTRADO;10/4/2023
GUAYAS;-2,19905303;-79,93375209;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/4/2023;ENCONTRADO;24/4/2023
GUAYAS;-2,168974;-79,8397207;28;MUJER;PROBLEMAS SOCIALES;DROGADICCION;2/4/2023;ENCONTRADO;9/4/2023
GUAYAS;-2,08391726;-79,98414579;15;MUJER;SIN_DATO;SIN_DATO;8/4/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-0,87715941;-79,48770307;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/3/2023;ENCONTRADO;29/3/2023
MANABI;-0,7140022;-80,109357;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/4/2023;ENCONTRADO;14/4/2023
CAÑAR;-2,4298261;-79,33107737;24;HOMBRE;SIN_DATO;SIN_DATO;24/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,129365;-79,9031776;59;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;13/4/2023;ENCONTRADO;6/5/2023
AZUAY;-2,8977068;-79,0281434;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;8/4/2023;ENCONTRADO;16/4/2023
